,jobId,jt_skills,sea_skills
112,000eb8d08ccdd74b26dc221baec4c16b8a223fa0c3f5da4f5abdcff0c4e44a74,"['Behavioural Safety Management', 'Business Presentation Delivery', 'Change Management', 'Emergency Response Management', 'Financial Budgeting', 'Hazards Identification', 'Human Factors in Job Design', 'Innovation Management', 'Internet of Things Management', 'Project Coordination', 'Risk Management', 'Stakeholder Management', 'Technical Inspection', 'Technical Writing', 'Technology Application', 'Workplace Safety and Health Audit System Management', 'Workplace Safety and Health Business Case Development', 'Workplace Safety and Health Control Measures', 'Workplace Safety and Health Culture Management', 'Workplace Safety and Health Incident Management', 'Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories', 'Workplace Safety and Health Management in Construction Industry', 'Workplace Safety and Health Management in Manufacturing Industry', 'Workplace Safety and Health Management in Marine Industry', 'Workplace Safety and Health Management in Service Industry', 'Workplace Safety and Health Performance Management', 'Workplace Safety and Health Policy Development', 'Workplace Safety and Health System Management']","['workplace safety and health for incident and accident investigation', 'workplace safety and health', 'interviewing', 'communication']"
113,000ecba3ded10f4211e1a638bef778b940686bdf3676b154e00c5c3405d90a08,"['Business Continuity Planning', 'Business Networking', 'Business Planning', 'Change Management', 'Conflict Management', 'Crisis Situations Management', 'Innovation Management', 'Learning and Development', 'Manufacturing Process Design', 'Organisational Analysis', 'Organisational Strategising', 'Research and Development', 'Risk Appetite and Goals Setting', 'Technology Road mapping']","['research', 'programming and coding']"
114,000ecbddfbc895ed8cb95e262ff4f998ad813ddcdd3d6917b62a6fc845094bac,"['Benefits Management', 'Business Acumen', 'Compensation Management', 'Conduct and Behaviour Management', 'Diversity and Inclusion Management', 'Employee Communication Management', 'Employee Engagement Management', 'Employee Mobility Management', 'Employee Relationship Management', 'Employer Branding', 'Financial Acumen', 'Human Resource Advisory', 'Human Resource Analytics and Insights', 'Human Resource Digitalisation', 'Human Resource Practices Implementation', 'Human Resource Service Quality Management', 'Human Resource Strategy Formulation', 'Involuntary Exit Management', 'Job Analysis and Evaluation', 'Operational Excellence', 'Organisational Change Management', 'Organisational Culture Development', 'Organisational Design', 'Organisational Diagnosis', 'Organisational Strategy Development', 'Performance Management', 'Project Management', 'Risk Management', 'Selection Management', 'Skills Framework Adoption', 'Stakeholder Engagement and Management', 'Strategic Workforce Planning', 'Succession Planning', 'Technology Integration', 'Total Rewards Philosophy Development', 'Voluntary Exit Management']",['communication']
115,000ed4076f1a6f83ad5964a1843c75bbee87c32cb637ccd1daafa9f9ff829f48,"['Change Management', 'Clinical Governance', 'Clinical Services Development', 'Clinical Teaching and Supervision', 'Effective Communication in Nursing', 'Emergency Care Management in Nursing', 'Emergency Response and Crisis Management', 'Health Education Programme Development and Implementation', 'Infection Prevention and Control in Nursing Practice', 'Inter-professional Collaboration', 'Learner Assessments', 'Medication Management in Nursing', 'Mobility and Ambulation Assistance in Nursing', 'Nursing Care for the Deceased', 'Nursing Manpower Planning', 'Nursing Productivity and Innovation', 'Nursing Research and Statistics', 'Nutrition and Fluids Management in Nursing', 'Patient Care Delivery in Nursing', 'Patient Empowerment on Self-care', 'Professional, Legal and Ethical Healthcare Practice', 'Programme Delivery', 'Quality Improvement and Safe Practices', 'Respiratory Care in Nursing', 'Service Quality Management', 'Workplace Safety and Health', 'Wound Management in Nursing']","['effective client communication', 'effective communication in nursing', 'valuation', 'resource management', 'communication']"
116,000ee9562ac901432acd0ed4a63fbbb5f0ff8a253655b0d3329eecf1a26b79c0,"['Customer Management', 'Logistics Solutions Sales', 'Market Research', 'Pricing for Cargo Services and Operations', 'Pricing for Transportation Services and Operations', 'Pricing for Warehouse Services and Operations', 'Risk Management and Administration', 'Stakeholder Management']",['communication']
117,000ef8615260068e627044c8f6ce94cfefbd1047e4d8e75a6af6e9c81cb4de00,"['Business Performance Management', 'Business Planning', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Effectiveness Management', 'Innovation Management', 'International Trade Legislation Compliance', 'Learning and Development', 'Resource Management', 'Service Excellence', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration']","['customer service delivery', 'legal and compliance management', 'risk and compliance management', 'business continuity', 'operational risk management', 'risk management', 'emergency management', 'security management', 'risk management and administration', 'communication', 'decision making']"
118,000f0780667b564d1687c31880523d5d81001d4afbe9f94a87ad708cdefd6a7f,"['Business Continuity Planning', 'Business Performance Management', 'Business Planning', 'Cargo Issuance and Dispatch', 'Cargo Receipt and Inspection', 'Cargo Tracking System Administration', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Data Mining and Modelling', 'Delivery Management', 'Effectiveness Management', 'Emergency Response Management', 'Freight and Cargo Claim Administration', 'Hazards and Risk Identification and Management', 'Import and Export Documentation Administration', 'Innovation Management', 'International Trade Legislation Compliance', 'Inventory Control', 'Learning and Development', 'Operations Risk Management', 'Order Fulfilment Administration', 'Quality Assurance Management', 'Resource Management', 'Service Excellence', 'Solutions Design Thinking', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration', 'Vendor Management']","['valuation', 'communication']"
119,000f11a8d6d5de0a9945db9c4a8f54c58dfd0d183c4ee9e7509e114ade9d4f0f,"['Automation of Landscape Operations', 'Contract Preparation, Evaluation, Negotiation and Tendering', 'Environment Management in Landscape Operations', 'Hazards and Risk Control, and Policy Management', 'Horticultural Chemical Usage', 'Incident and Accident Investigation', 'Landscape Drainage Management', 'Landscape Tools, Equipment and Machinery Management', 'Plant Identification', 'Plant Selection for Landscape Development', 'Plants and Materials Procurement for Landscape Projects', 'Project Management', 'Site Assessment and Analysis', 'Skyrise Greenery Design and Implementation', 'Soil and Media Assessment and Remediation', 'Stakeholder Management', 'Vendor Management', 'Water Features Management']","['audit management', 'programming and coding', 'security escort', 'problem solving']"
120,000f3813fcde967d99357bf26ba7a647eaa777a9c0c1c1d460efbe669e4541ca,"['Budgeting', 'Business Data Analysis', 'Business Negotiation', 'Business Planning', 'Cash Flow Reporting', 'Chartering', 'Credit Risk Management', 'Cyber Security', 'Financial Analysis', 'Financial Management', 'Innovation', 'Market Research', 'Networking', 'Organisational Strategy and Policy Realisation', 'Proposal Writing', 'Resource Management', 'Risk Compliance and Governance', 'Risk Control and Response Planning', 'Service Excellence', 'Technology Integration']","['documentation', 'documentation and administration', 'apply teamwork in the workplace', 'interviewing', 'collaboration']"
121,000f480cf8dbe62fbd03bd4851ca76493c64c0199261effbe47f4a42158ace18,"['Conflict Resolution Management', 'Contract Management', 'Documentation', 'Financial Management', 'Innovation Management', 'Marketing Management', 'Quality Assurance and Audit', 'Robotics and Automation Application', 'Security Risk Analysis', 'Security Threat Research', 'Stakeholder Management']","['collaboration', 'communication']"
122,000f5f884c4536053ddab7fe7340331d5e7db19b5c271049d615b301136238bf,"['3D Modelling', 'Artificial Intelligence Application', 'Budgeting', 'Building Information Modelling Application', 'Business Performance Management', 'Business Presentation Delivery', 'Change Management', 'Civil and Structural Engineering Management', 'Continuous Improvement Management', 'Cost Management', 'Data and Statistical Analytics', 'Design for Safety', 'Electrical Engineering Management', 'Engineering Drawing Interpretation and Management', 'Engineering Drawing and Design Specifications', 'Engineering Safety Standards Interpretation', 'Environmental Management System Framework Development and Implementation', 'Front-End Engineering and Design', 'Geotechnical Engineering Management', 'Hazards and Risk Identification and Management', 'Instrumentation and Control Design Engineering Management', 'Learning and Development', 'Manpower Planning', 'Market Research', 'Mechanical Engineering Management', 'Organisational Resource Management', 'Organisational Risk Management', 'Programme Management', 'Project Risk Management', 'Quality System Management', 'Reliability Engineering Management', 'Staff Management', 'Stakeholder Management', 'Sustainable Engineering', 'Technical Inspection', 'Technical Writing', 'Technology Application', 'Test Planning', 'Workplace Safety and Health Framework Development and Implementation']","['mechanical engineering management', 'applications support and enhancement']"
123,000f78fa2788623df3c42d6332d7d0a629976f97490fced06f783061b9401cfc,"['Accounting Standards', 'Accounting and Tax Systems', 'Audit Compliance', 'Audit Frameworks', 'Business Acumen', 'Business Innovation and Improvement', 'Business Planning', 'Conflict Management', 'Corporate and Business Law', 'Cost Management', 'Data Analytics', 'Digital Technology Adoption and Innovation', 'Digital Technology Environment Scanning', 'Finance Business Partnering', 'Financial Management', 'Financial Planning', 'Financial Reporting', 'Financial Reporting Quality', 'Financial Statements Analysis', 'Group Accounting and Consolidation', 'Internal Controls', 'Non-Financial Reporting', 'Professional Scepticism and Judgment', 'Professional Standards', 'Professional and Business Ethics', 'Project Management', 'Regulatory Compliance', 'Regulatory Risk Assessment', 'Stakeholder Management', 'Tax Implications', 'Transfer Pricing']","['staff continuous learning', 'procurement', 'communication']"
124,001004bc7afbf17ec2ba10532a40f552f9f99bcdd08966b4937adc532f4df63a,"['Accident and Incident Response Management', 'Aircraft Turnaround Coordination', 'Airside Driving', 'Change Management', 'Dangerous Goods Management', 'Ground Handling Services and Operations Management', 'Ground Support Equipment Maintenance', 'Ground Support Equipment Operations', 'Ground Support Equipment Safety Audit Inspections', 'Hazard and Risk Control and Policy Management', 'Human Factors Management', 'Human-Robot Collaboration', 'Innovation Management', 'International Air Transport Association Safety Audit for Ground Operations Implementation', 'Internet of Things Application', 'Learning and Development', 'Process Improvement and Optimisation', 'Stakeholder Management', 'Technology Application']","['contract management', 'corrective maintenance management', 'practice supervision', 'contract and vendor management', 'vendor management']"
125,00100cb8ca75f92a0c6a6d17575a588b7e446bc1f78aab0c6b025c434b47c2bb,"['Business Negotiation', 'Concept Creation', 'Content Acquisition Management', 'Content Commissioning', 'Content Distribution', 'Content Strategy', 'Contract and Vendor Management', 'Customer Behaviour Analysis', 'Customer Experience Management', 'Customisation and Localisation', 'Innovation Management', 'Market Evaluation', 'Pricing Strategy', 'Product Management', 'Programme Planning', 'Project Management', 'Research']","['onboarding', 'big data analytics', 'customer data analysis', 'strategy development', 'research', 'research and information synthesis', 'search engine optimisation (seo)', 'market research']"
126,00100e2f8d0d825f1facbb42d2caa6556b061f6fe65eb65fd4ae91a69c0fe2e6,"['Autonomous Logistics Design and Application', 'Cloud Computing Application', 'Contract Preparation, Evaluation, Negotiation and Tendering', 'Contract/Vendor Management', 'Customer Management', 'Data and Statistical Analytics', 'Financial Management', 'Integrated System Design and Application', 'Logistics Operations Research and Planning', 'Logistics Solution Design Thinking', 'Logistics Solution Product/Project Management', 'Market Research', 'Material Flow Modelling', 'Material Management (Planning, Sourcing, Use, Disposal)', 'Process Improvement and Optimisation', 'Risk Management and Administration', 'Stakeholder Management', 'Supply Chain Solutioning/Modelling/Planning/Strategising', 'e-Logistics IT Solutioning']","['stakeholder management', 'communication']"
127,00101b613486b366afeba9715cd8d306d4e9ca28e35ca6a83630e005b03180fa,"['Business Continuity', 'Business Needs Analysis', 'Configuration Tracking', 'Cyber and Data Breach Incident Management', 'IT Asset Management', 'Infrastructure Support', 'Learning and Development', 'Network Administration and Maintenance', 'People and Performance Management', 'Performance Management', 'Problem Management', 'Process Improvement and Optimisation', 'Procurement', 'Project Management', 'Security Administration', 'Security Programme Management', 'Service Level Management', 'Stakeholder Management', 'Strategy Implementation', 'System Integration']","['applications support and enhancement', 'documentation', 'documentation and administration', 'script writing', 'cloud computing application', 'problem solving', 'communication']"
128,00103e2708862bca08825f0ef36616b813ab40d74cd730c44405c05d92370642,"['Automation Design', 'Autonomous Logistics Design and Application', 'Engineering Installation Design', 'Environmental Protection Management', 'Logistics Solution Design Thinking', 'Process Improvement and Optimisation', 'Risk Management and Administration', 'Technology Application', 'Warehousing / Cargo-related Occupational Health and Safety Management']","['electrical fundamentals application', 'engineering project management', 'apply teamwork in the workplace', 'project management', 'risk management and administration', 'risk management', 'risk assessment', 'communication']"
129,00103f0e556401d29bd7af7d2518ecfa5a95c946a3d8f7246689ffa36e0e9899,"['Applications Development', 'Budgeting', 'Business Agility', 'Business Needs Analysis', 'Business Performance Management', 'Configuration Tracking', 'Learning and Development', 'Manpower Planning', 'Networking', 'Partnership Management', 'People and Performance Management', 'Performance Management', 'Problem Management', 'Process Improvement and Optimisation', 'Project Management', 'Quality Assurance', 'Quality Engineering', 'Quality Standards', 'Software Design', 'Software Testing', 'Stakeholder Management', 'Strategy Implementation', 'Strategy Planning', 'Test Planning']",['quality assurance']
130,0010425ec288e6d4b7a48519f595028ad3cf4c82e604b2fa4e2ab5c61e489d53,"['Corporate and Business Law Application', 'Customer Acceptance Checking and Onboarding', 'Customer Experience Management', 'Ethical Culture', 'Market Specialisation', 'Regulatory Compliance', 'Risk Management', 'Service Challenges', 'Stakeholder Management', 'Trust Structuring']","['billing and settlement administration', 'documentation', 'documentation and administration', 'order fulfilment and returns processing', 'order fulfilment administration', 'communication']"
131,00105d1bf0c28ed024d7a60cf19cc44a5dd9a2c405e738055ddc6451e721bf6b,"['Accounting Standards', 'Accounting and Tax Systems', 'Audit Compliance', 'Audit Frameworks', 'Business Acumen', 'Business Innovation and Improvement', 'Business Planning', 'Conflict Management', 'Corporate and Business Law', 'Cost Management', 'Data Analytics', 'Digital Technology Adoption and Innovation', 'Digital Technology Environment Scanning', 'Finance Business Partnering', 'Financial Management', 'Financial Planning', 'Financial Reporting', 'Financial Reporting Quality', 'Financial Statements Analysis', 'Group Accounting and Consolidation', 'Internal Controls', 'Non-Financial Reporting', 'Professional Scepticism and Judgment', 'Professional Standards', 'Professional and Business Ethics', 'Project Management', 'Regulatory Compliance', 'Regulatory Risk Assessment', 'Stakeholder Management', 'Tax Implications', 'Transfer Pricing']","['staff management', 'communication']"
132,0010618b9bb14be418fa5673db652ee34ac28905b13b0f672173cab3310b6c6f,"['Applications Development', 'Applications Integration', 'Applications Support and Enhancement', 'Budgeting', 'Business Environment Analysis', 'Business Needs Analysis', 'Business Negotiation', 'Business Requirements Mapping', 'Business Risk Management', 'Change Management', 'Configuration Tracking', 'Data Design', 'Database Administration', 'Emerging Technology Synthesis', 'Performance Management', 'Problem Management', 'Product Management', 'Project Management', 'Quality Standards', 'Software Configuration', 'Software Design', 'Software Testing', 'Solution Architecture', 'Stakeholder Management', 'System Integration', 'Test Planning', 'User Interface Design']","['risk management', 'communication']"
133,00108f0d35d93fdcccd971f00eb665e831aafa733e46ed75b4397e1b1c387338,"['Asset Management', 'Budgeting', 'Business Continuity Planning', 'Change Management', 'Condition-based Assets Monitoring Management', 'Continuous Improvement Management', 'Data and Statistical Analytics', 'Engineering Maintenance Management', 'Innovation Management', 'Internet of Things Application', 'Maintenance Scheduling', 'Manpower Planning and Deployment', 'Organisational Planning and Target Setting', 'People Development', 'Project Management', 'Rail Regulatory Compliance', 'Robotics and Automation Application', 'Staff Performance Management', 'Stakeholder Management', 'Strategy Planning', 'Systems Engineering Thinking', 'Technology Application', 'Vendor Management', 'Workplace Safety and Health Culture Development', 'Workplace Safety and Health for Incident and Accident Investigation', 'Workplace and Facilities Safety Management']","['customer experience management', 'big data analytics', 'data collection and analysis', 'data and information management', 'customer data analysis', 'data collection and management', 'communication', 'collaboration', 'problem solving']"
134,001091e8a57c3206a1b7e9ff1826a7915822b6631a661bf53e1cf6d8b708ba21,"['Budgeting', 'Business Negotiation', 'Change Management', 'Contract and Vendor Management', 'Corporate Governance', 'Corporate and Business Law Application', 'Crisis Management', 'Ethical Culture', 'Legal Drafting and Writing', 'People Performance Management', 'Policy Implementation and Revision', 'Project Management', 'Regulatory Risk Assessment', 'Regulatory and Legal Advisory', 'Research and Information Synthesis', 'Risk Management', 'Stakeholder Management', 'Strategy Planning', 'Technology Application']","['research', 'risk and compliance management', 'governance', 'risk management', 'collaboration']"
135,0010a941fbe07b26dca2f24eac5bf28e054a44e409a0b7cf4b8e171e329d0709,"['Audit Management', 'Data Analytics System Design', 'Data Synthesis', 'Effectiveness Management', 'Electrostatic Discharge Control', 'Emergency Management', 'Enterprise Risk Management', 'Factory System Management', 'Failure Analysis', 'Good Manufacturing Practices Implementation', 'Innovation Management', 'Learning and Development', 'Manufacturing Process Design', 'Material Qualification', 'Metrology Management', 'New Product Introduction', 'Operation Management', 'Product Testing', 'Production Resource Management', 'Quality Systems Management', 'Solutioning', 'Workplace Safety and Health Practices Implementation', 'Yield Analysis']","['quality assurance', 'quality assurance and audit', 'internal audit quality assurance', 'valuation', 'internal audit function management', 'mechanical engineering management', 'communication']"
136,0010ac34315f71bac9db126c1b0fd85d74f51853910cbe6e7004bf271268ee55,"['Business Environment Analysis', 'Business Negotiation', 'Business Performance Management', 'Continuous Improvement Management', 'Contract and Vendor Management', 'Credit Assessment', 'Credit Risk Management', 'Customer Experience Management', 'Data Collection and Analysis', 'Ethical Culture', 'Fraud Risk Management', 'People Performance Management', 'Policy Implementation and Revision', 'Quality Assurance', 'Regulatory Compliance', 'Risk Analytics', 'Underwriting Process', 'Underwriting Profitability and Efficiency Management']","['underwriting process', 'apply teamwork in the workplace', 'internal controls', 'contract management', 'risk assessment', 'big data analytics', 'communication', 'problem solving']"
137,0010e31fa03c2e3ceb7454b414c688bd8f26ea8d4342d8b2e08b8fad3e6b8ec8,"['Benefits Management', 'Business Acumen', 'Compensation Management', 'Conduct and Behaviour Management', 'Diversity and Inclusion Management', 'Employee Communication Management', 'Employee Engagement Management', 'Employee Mobility Management', 'Employee Relationship Management', 'Employer Branding', 'Financial Acumen', 'Human Resource Advisory', 'Human Resource Analytics and Insights', 'Human Resource Digitalisation', 'Human Resource Practices Implementation', 'Human Resource Service Quality Management', 'Human Resource Strategy Formulation', 'Involuntary Exit Management', 'Job Analysis and Evaluation', 'Operational Excellence', 'Organisational Change Management', 'Organisational Culture Development', 'Organisational Design', 'Organisational Diagnosis', 'Organisational Strategy Development', 'Performance Management', 'Project Management', 'Risk Management', 'Selection Management', 'Skills Framework Adoption', 'Stakeholder Engagement and Management', 'Strategic Workforce Planning', 'Succession Planning', 'Technology Integration', 'Total Rewards Philosophy Development', 'Voluntary Exit Management']","['project management', 'valuation', 'governance', 'human resource advisory', 'performance management', 'employee engagement management', 'job analysis and evaluation']"
138,00110e77591b69ca8f490fa8b271191d1243c1d4622d42557bc5e956f9333fe7,"['Analysis of Research Data', 'Audit Management', 'Change Management', 'Client Advocacy', 'Client Assessment for Speech Therapy', 'Client Education in Rehabilitation Therapy', 'Clinical Governance', 'Clinical Records Documentation and Management in Rehabilitation Therapy', 'Clinical Services Development', 'Clinical Teaching and Supervision', 'Continuous Improvement Management', 'Data Collection and Management', 'Department Financial Management', 'Effective Client Communication', 'Group Therapy Planning and Implementation', 'Health Promotion', 'Individual and Cultural Diversity', 'Infection Control', 'Inter-professional Collaboration', 'Intervention Planning in Speech Therapy', 'Inventory Management in Rehabilitation Therapy', 'Learning Needs Analysis', 'Management of Stakeholders', 'People Management', 'Performance Management', 'Professional Consultation', 'Professional, Legal and Ethical Healthcare Practice', 'Programme Delivery', 'Programme Design', 'Programme Evaluation', 'Project Management', 'Reflective Practice', 'Research Proposal Development', 'Scientific Writing and Communication', 'Service Quality Management', 'Strategy Development', 'Strategy Execution', 'Therapeutic Equipment Prescription in Speech Therapy', 'Therapy Discharge Planning', 'Therapy Intervention Evaluation', 'Therapy Intervention Implementation', 'Workforce Planning', 'Workplace Safety and Health', 'Workplace Violence']","['research', 'practice supervision']"
139,0011185e49a45d3e32a21b021bc45e76357e0ba3790c404ca3ddf514016fadf1,"['Audit and Compliance', 'Budgeting', 'Business Performance Management', 'Business Risk Management', 'Data Analytics', 'Data Governance', 'IT Governance', 'IT Standards', 'IT Strategy', 'Learning and Development', 'Manpower Planning', 'Networking', 'Partnership Management', 'People and Performance Management', 'Process Improvement and Optimisation', 'Quality Standards', 'Security Governance', 'Stakeholder Management', 'Strategy Implementation', 'Strategy Planning', 'Sustainability Management']","['cybersecurity', 'stakeholder management', 'risk management', 'project management', 'documentation', 'apply teamwork in the workplace', 'security governance', 'applications support and enhancement', 'standard operating procedures development', 'data protection management', 'risk and compliance management', 'governance', 'infrastructure support', 'communication', 'problem solving']"
140,00112161cfaf4504fd3440ea390b47fe1c8990fc88da0a16006f7f1d608e6fd4,"['Asset Integrity Management', 'Budget Management', 'Business Continuity Management', 'Change Management', 'Commissioning and Start-Up Management', 'Continuing Professional Development Management', 'Continuous Improvement Management', 'Data Analytics System Design', 'Electrical Engineering Management', 'Engineering Management of Change', 'Engineering Project Management', 'Engineering Safety Standards Interpretation', 'Engineering Support Management', 'Engineering, Procurement and Construction Management', 'Environmental Management System Framework Development and Implementation', 'Equipment and System Value Engineering Management', 'Front-End Engineering Design Management', 'Inspection Engineering Management', 'Instrumentation and Control Design Engineering Management', 'Internet of Things Management', 'Maintenance Integrity and Reliability Framework Development and Implementation', 'Major Hazard Installation Safety Case Management', 'Mechanical Rotating Equipment Engineering Management', 'Mechanical Static Equipment Engineering Management', 'Organisational Analysis Management', 'Organisational Resource Management', 'Plant Turnaround Management', 'Preventive Maintenance Management', 'Process Safety Management Framework Development and Implementation', 'Procurement Management', 'Reliability Engineering Management', 'Robotic and Automation Technology Application', 'Staff Development Management', 'Staff Management', 'Technology Road Mapping', 'Third Party Management', 'Training, Coaching and Assessment Management', 'Workplace Safety and Health Framework Development and Implementation']","['maintenance scheduling', 'engineering problem solving', 'risk and compliance management', 'workplace safety and health management in chemical, process, pharmaceutical industries and laboratories', 'risk management', 'emergency response planning', 'preventive maintenance management', 'corrective maintenance management', 'documentation', 'mechanical engineering management', 'operation management', 'problem solving', 'communication']"
141,001145946849e07a5a95db48dd45fc46d4ba656a45439686573e6924072cd6a4,"['Change Management', 'Clinical Governance', 'Clinical Services Development', 'Clinical Teaching and Supervision', 'Effective Communication in Nursing', 'Emergency Care Management in Nursing', 'Emergency Response and Crisis Management', 'Health Education Programme Development and Implementation', 'Infection Prevention and Control in Nursing Practice', 'Inter-professional Collaboration', 'Learner Assessments', 'Medication Management in Nursing', 'Mobility and Ambulation Assistance in Nursing', 'Nursing Care for the Deceased', 'Nursing Manpower Planning', 'Nursing Productivity and Innovation', 'Nursing Research and Statistics', 'Nutrition and Fluids Management in Nursing', 'Patient Care Delivery in Nursing', 'Patient Empowerment on Self-care', 'Professional, Legal and Ethical Healthcare Practice', 'Programme Delivery', 'Quality Improvement and Safe Practices', 'Respiratory Care in Nursing', 'Service Quality Management', 'Workplace Safety and Health', 'Wound Management in Nursing']","['patient care delivery in nursing', 'professional consultation', 'medication dispensing']"
142,00116b769002fbdbf347be6b6f7e9e9b198cfa4d31a837eab3eec38a3ce75097,"['Analytical Method Validation', 'Audit Management', 'Change Management', 'Cleaning Validation', 'Continuous Improvement', 'Document Control', 'Good Manufacturing Practices Implementation', 'Health, Safety and Environment Procedures Implementation', 'Innovation Management', 'Packaging Validation', 'Process Monitoring', 'Process Validation', 'Project Management', 'Systems Thinking', 'Technical Report Writing']","['accounting and tax systems', 'accounting standards', 'big data analytics', 'internal controls', 'risk assessment', 'legal and compliance management', 'internal audit function management', 'innovation', 'apply teamwork in the workplace', 'engagement execution', 'communication']"
143,00117a78f38fec29915af3f02fd0ff177ada4e82c6873f7f604fe081c216240f,"['Concept Creation', 'Customer Behaviour Analysis', 'Data Analytics', 'Data Visualisation', 'Market Research', 'Research']","['research', 'research and information synthesis', 'customer data analysis', 'apply teamwork in the workplace', 'creative storytelling', 'stakeholder management', 'business insights', 'qualitative research', 'big data analytics', 'business stakeholder management', 'building inclusivity', 'communication']"
144,0011b779e8b04d32221ef361ec68fec47ade49480426549ffdb993082284c424,"['Applications Development', 'Applications Integration', 'Applications Support and Enhancement', 'Budgeting', 'Business Environment Analysis', 'Business Needs Analysis', 'Business Negotiation', 'Business Requirements Mapping', 'Business Risk Management', 'Change Management', 'Configuration Tracking', 'Data Design', 'Database Administration', 'Emerging Technology Synthesis', 'Performance Management', 'Problem Management', 'Product Management', 'Project Management', 'Quality Standards', 'Software Configuration', 'Software Design', 'Software Testing', 'Solution Architecture', 'Stakeholder Management', 'System Integration', 'Test Planning', 'User Interface Design']","['user experience design', 'programming and coding', 'customer data analysis', 'data engineering', 'big data analytics', 'communication']"
145,0011b8ee32bbba54589b25ae3e9755bf2e4f0a553d8f955c3b64badad8538aed,"['Business Performance Management', 'Business Planning', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Effectiveness Management', 'Innovation Management', 'International Trade Legislation Compliance', 'Learning and Development', 'Resource Management', 'Service Excellence', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration']","['effective client communication', 'effective communication in nursing', 'research', 'project management', 'nursing research and statistics', 'applied research and development management', 'communication']"
146,00121810a96d4ce53df822ce0c06df02704f3ad3e685f74b8e0b4be89d45a250,"['Account Management', 'Business Development', 'Business Negotiation', 'Content Distribution', 'Contract and Vendor Management', 'Market Intelligence', 'Media Distribution Platform Management', 'Partnership Management', 'Pricing Strategy', 'Sales Strategy']",['research']
147,00122cc08fd136325256d786e1e042ab4f1aece9f916cdcb7d5c7ea019aaf6dc,"['Business Performance Management', 'Business Planning', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Effectiveness Management', 'Innovation Management', 'International Trade Legislation Compliance', 'Learning and Development', 'Resource Management', 'Service Excellence', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration']","['interviewing', 'documentation', 'valuation', 'staff management', 'onboarding', 'communication']"
148,0012511000ddcbb2d86bf2b9c38d2cab2d42feb793b0f8599d051a80c31c0e6b,"['Bus Air-Conditioning Systems Maintenance', 'Bus Body Work Maintenance', 'Bus Brake Systems Maintenance', 'Bus Drivetrain Systems Maintenance', 'Bus Electrical and Electronic Systems Maintenance', 'Bus Engine System Maintenance', 'Bus Regulatory Compliance', 'Bus Steering and Suspension Systems Maintenance', 'Continuous Improvement Management', 'Data and Statistical Analytics', 'Equipment Maintenance and Housekeeping', 'Heavy Lifting Machinery Operation', 'Internet of Things Application', 'Report Writing', 'Robotics and Automation Application', 'Work at Heights', 'Workplace Safety and Health Culture Development', 'Workplace Safety and Health for Electrical Safety', 'Workplace Safety and Health for Fire Prevention and Fire Fighting', 'Workplace Safety and Health for Incident and Accident Investigation', 'Workplace and Facilities Safety Management']","['governance', 'accreditation structure management', 'research', 'risk assessment', 'internal audit function management', 'communication', 'creative thinking', 'self management']"
149,001271ca19b42e724160d1e9c3b328cc7bee93b684897d68b73cb0cb43975f93,"['Account Management', 'Business Development', 'Business Insights', 'Business Negotiation', 'Content Distribution', 'Contract and Vendor Management', 'Market Intelligence', 'Media Distribution Platform Management', 'Partnership Management', 'Pricing Strategy', 'Sales Strategy']","['legal and compliance management', 'risk assessment', 'problem solving', 'creative thinking', 'communication']"
150,00129be88cb8e753b5b786f5976cc270051dfccaf8a942e0878fe61d796b060b,"['Big Data Analytics', 'Business Negotiation', 'Business Presentation Delivery', 'Business Proposal Writing', 'Change Management', 'Continuous Quality Improvement', 'Contract Development and Management', 'Crisis Management', 'Emergency Response Management', 'Financial Budgeting', 'Financial Planning', 'Manpower Forecasting', 'Manufacturing Workflow Management', 'Market Research', 'Material Inspection', 'Operational Risk Management', 'Opportunity Development', 'Organisational Performance Management', 'Procurement Coordination and Policy Development', 'Procurement Performance Monitoring', 'Project Coordination', 'Project Feasibility Assessment', 'Project Quality Management', 'Service Excellence', 'Staff Performance Management', 'Stakeholder Management', 'Technical Writing', 'Vendor Management', 'Workplace Safety and Health Culture Development', 'Workplace Safety and Health Performance Management']","['procurement', 'import and export documentation administration', 'programming and coding', 'big data analytics', 'data visualisation', 'legal and compliance management', 'project management', 'documentation', 'collaboration']"
